34.316938425303185,"[3.5804092308995896, 4.44430408675837]","[4, 4]","[0.782937388376144, 0.772529775882015]","[0.341818353439, 0.0945441272059, 0.563637519355]",500000
n1,n2,Data Points Used,T,K
0,0,0,0,0
0,1,2513,7.73823751129066,380.959348094852
0,2,2395,8.09502612562649,360.440571538328
0,3,1995,6.59259143858505,295.213516789185
0,4,1658,6.74531933175347,300.910772424208
0,5,1391,8.59791726886311,361.612836547778
0,6,1224,8.05161589926708,340.735710011032
0,7,768,8.63308788872198,369.284155903156
0,8,695,10.5727579126687,454.876595817891
0,9,373,9.69244837349369,417.818956426742
0,10,428,9.13388075610018,386.404353711833
0,11,188,10.5538182997098,452.788632305509
0,12,230,10.9664637600439,463.568890057241
0,13,164,11.8275429957344,515.568571182246
0,14,120,11.8424644309412,509.348340833842
0,15,209,9.97558689851678,420.972507080417
0,16,215,9.37178989113872,395.397306217300
0,17,104,10.4042076187059,444.580108426199
0,18,78,12.0285838333407,524.490958647602
0,19,58,10.4621791314486,452.551955246138
0,20,77,8.24523529954442,334.666215895635
1,0,1093,9.96090321367062,424.249331738342
1,1,3911,10.0413914619456,424.977927407707
1,2,6861,9.36360264629816,391.661541425260
1,3,6755,9.45250918136990,395.651797457351
1,4,5534,9.04646681119009,379.439796488097
1,5,4358,9.68294272387954,409.446498270799
1,6,3485,9.60494824111642,405.524676178549
1,7,3066,9.82417655261932,419.013699089464
1,8,2034,9.79845509498893,418.329749026797
1,9,1720,11.0574565733149,476.607982344303
1,10,1401,11.2400412230010,484.406771445159
1,11,951,11.4335837707791,493.127430348384
1,12,717,12.5972044501923,540.764186540190
1,13,518,12.8768700548398,556.125904233142
1,14,493,14.3767374366600,622.881531247040
1,15,570,14.6382544492853,628.664666133705
1,16,439,14.5818548930668,627.017724327502
1,17,339,14.8223582118504,653.781802702659
1,18,264,14.9848895280637,677.820224663656
1,19,213,15.7893637150338,742.186275263563
1,20,153,13.0278162505101,593.515229750782
2,0,1576,11.0720154638215,470.974163180496
2,1,5540,10.3044353760314,437.021086294294
2,2,9168,10.6519900936733,448.735957613058
2,3,10156,10.4865322004572,441.153562982935
2,4,8639,10.1273926149512,427.965722649166
2,5,6778,10.3944835094425,439.675591279942
2,6,5401,10.8107279599616,460.767228931126
2,7,4733,10.4012012591648,444.417877551209
2,8,3405,11.3357218935755,490.069219177659
2,9,2828,11.4184810675883,497.771630536045
2,10,2207,10.8657582540378,468.765622177579
2,11,1600,11.3651669553452,497.099765181562
2,12,1132,13.6732082245470,595.431788974441
2,13,914,14.4648925187404,634.154814427708
2,14,860,14.4328461201554,633.456505213276
2,15,822,15.0357634026476,657.146425749330
2,16,632,15.6301633265933,690.981750331318
2,17,475,14.9989496798649,687.456344600779
2,18,356,14.1573973279172,653.096537627933
2,19,355,11.6810917745955,527.539072325112
2,20,294,10.4491145877755,475.816267632625
3,0,1587,10.5885413506426,446.736585546887
3,1,5730,11.1598029379634,471.888196676271
3,2,10366,10.9435267187409,460.842493077317
3,3,11468,10.6885990586460,452.371308660965
3,4,10226,11.0031927492760,466.228262793636
3,5,7443,12.7016552900228,538.849903527175
3,6,5871,11.6782441583245,499.842947748085
3,7,4519,11.3610516900586,487.541246744698
3,8,3747,10.5802391272955,455.366246398802
3,9,2952,10.9623938558286,470.379592224582
3,10,2081,11.0751435419482,478.753740747593
3,11,1788,12.2479685543120,535.762425450488
3,12,1428,13.0543825481396,568.620530055287
3,13,1373,13.6135122397122,596.670540601531
3,14,1036,13.7883027125067,607.341247743092
3,15,703,14.7377394538637,650.856529677219
3,16,584,15.0430784257301,686.366204316013
3,17,541,13.9902005802036,638.305162652208
3,18,351,11.5189031497829,521.183864891511
3,19,407,9.83320159203012,442.320611196710
3,20,342,11.0160348291912,500.279760492946
4,0,1345,10.4091503967898,442.658366740241
4,1,4682,10.6660092520162,450.535748169546
4,2,8041,11.4045620627624,482.840068689055
4,3,9262,11.3910783789882,483.278569975963
4,4,7097,12.1702523425076,517.947241033867
4,5,5724,12.1552533882388,520.419490045132
4,6,4613,11.0971678948280,476.073621412336
4,7,3738,10.2690683157445,442.693744930788
4,8,2842,10.1429814407553,434.507012534361
