41.13165748704081,"[3.441330402941837, 2.587421057765955]","[3, 4]","[0.739033353788126, 0.508576015601906]","[0.176745483161, 5.76795555762e-21, 0.823254516839]",500000
n1,n2,Data Points Used,T,K
0,0,0,0,0
0,1,71438,4.70797865314235,245.053510994889
0,2,38681,4.86668391270247,251.037424071144
0,3,27833,4.27182486994540,219.231968269657
0,4,23407,4.46834393768646,222.260642573174
0,5,12618,5.781289795978616,275.406462840617
0,6,11555,5.655964213675585,273.847213107963
0,7,7497,4.8674738232122845,233.574357725291
0,8,3963,7.146985266753221,349.523680481916
0,9,2940,5.742210527491825,282.532339531460
0,10,2053,7.1836193502535775,351.500246011442
0,11,2143,5.8122540294177245,275.078233795723
0,12,754,6.226889976316275,308.662753377026
0,13,587,6.8308965430977695,358.312607217904
0,14,368,5.592417311582106,279.978324834804
0,15,53,6.418793127204983,318.332882298143
0,16,51,5.656019689576225,295.371227628502
0,17,61,5.4241483624228755,273.398194748766
0,18,18,7.970925576651273,408.386726789375
0,19,18,8.307077272814903,436.172699705311
0,20,15,7.910562148996439,400.476830176600
1,0,21415,5.97749223596993,293.595401549495
1,1,83776,5.71860841216818,280.455358645289
1,2,82146,5.49486916677316,268.576032694054
1,3,70567,5.71132326863536,277.955514519085
1,4,51450,6.5421207770894645,320.078030620053
1,5,36078,6.69172049192918,327.622538281987
1,6,24019,6.133764098419884,300.982927247982
1,7,15035,6.720961450895732,326.807984220367
1,8,9925,6.990255430809646,343.345152815640
1,9,6628,7.304693169726954,360.513954427741
1,10,4898,7.91198887216828,386.903144407802
1,11,3665,8.551093280899053,422.353968809349
1,12,2813,8.83897231802273,446.126917538567
1,13,1143,7.062577228872277,367.319743534488
1,14,457,7.027975826577593,361.987881725846
1,15,144,7.662201484888495,379.519215864916
1,16,123,6.477362513310959,322.675146147589
1,17,88,6.4333917196829695,327.164819543366
1,18,61,5.928611695211333,296.982381451250
1,19,61,6.353209941480067,335.752143341079
1,20,43,6.090690223988066,305.470783333515
2,0,25917,6.22998767053408,304.297239153051
2,1,76592,6.44182940670271,315.707387478860
2,2,94303,6.56854297011148,321.010547898095
2,3,82016,6.87710556481320,336.796121266717
2,4,60567,6.84649441193016,333.821519314096
2,5,41239,7.7289763903034086,378.542656222961
2,6,25628,8.179144627026474,402.149375049168
2,7,18753,7.57327230678284,370.678093866101
2,8,13364,7.728914579158629,380.163140878470
