37.492869073380874,"[8.570055282709724, 7.95275633448091]","[6, 6]","[0.673492171398436, 0.758328322903821]","[1.0, -1.11022302463e-16, -1.11022302463e-16]",50000
n1,n2,Data Points Used,T,K
0,0,0,0,0
0,1,196,12.7573846124448,178.720539705936
0,2,165,11.289076116375984,157.651647915742
0,3,227,9.37048550421047,120.114216505814
0,4,223,9.184101418269117,129.147269500255
0,5,232,9.794592762925198,123.850657513894
0,6,215,9.838040433039476,130.179321719516
0,7,189,9.584821930147553,122.203368201479
0,8,145,10.667869883690562,132.428746983898
0,9,116,11.396363812390373,140.672192065144
0,10,105,11.657457845655962,137.597462632440
0,11,76,12.680289545877514,150.180556437282
0,12,73,14.764341620742172,176.774835397620
0,13,50,15.723733597457759,186.976998930388
0,14,33,16.178770174650044,194.073508017532
0,15,27,10.870436600647487,130.514660754525
0,16,12,8.210169791318615,105.759803109953
0,17,11,9.428056408214422,122.571725815353
0,18,15,11.775803269673132,151.804215259097
0,19,7,14.042621022212542,178.157032632771
0,20,4,6.576769711106316,84.5587865872335
1,0,112,12.1227655962682,152.359233298280
1,1,357,12.9662338067857,156.078202453506
1,2,519,10.515496695024938,123.645941391596
1,3,770,11.092240544338066,130.448501717059
1,4,897,12.630941066129731,146.991228498050
1,5,967,12.337592839562559,144.292444348607
1,6,837,11.726480722924746,137.087270750282
1,7,628,10.913182181683274,127.622214649525
1,8,469,11.721408731055119,137.789282734128
1,9,438,11.39148002268317,134.355067385484
1,10,356,10.303679494197567,120.798578304610
1,11,306,11.226229476639055,132.068125569101
1,12,251,10.993633196705614,127.030063699247
1,13,188,11.593289190431559,136.164310567021
1,14,139,12.050625824207167,142.195466741149
1,15,98,12.981352770883056,152.124359339584
1,16,60,12.85394109396244,152.778605877337
1,17,65,12.656132498729093,152.902223312561
1,18,43,14.321652544379855,179.216950840757
1,19,29,13.798452820600302,175.458468928902
1,20,19,10.222576940666734,131.219449907503
2,0,120,14.1604148738112,170.020891896701
2,1,549,12.8123814417546,150.609511073179
2,2,1167,12.486852793886444,146.620733036633
2,3,1738,13.6448438009351,161.232779160038
2,4,2339,13.5026119443066,158.622537073025
2,5,2425,13.328385937646397,156.125089760167
2,6,2020,12.252270675956831,143.206888453284
2,7,1486,11.91001171159733,140.091667675139
2,8,1262,11.85948304487914,138.917480419552
2,9,986,11.102100888261363,130.756998616995
2,10,830,10.733432757767154,125.486802795143
2,11,763,11.05496142947276,130.054918123642
2,12,548,12.25876812965101,145.226055751599
2,13,431,12.14936810888187,145.989464662657
2,14,312,12.691475248595562,154.067101284706
2,15,240,13.415867699246643,160.174993950866
2,16,179,14.164473958005116,169.867038796689
2,17,153,13.939148144140715,170.711051126977
2,18,99,14.791654589015112,183.450088896676
2,19,98,13.057139439361473,163.028549631593
2,20,103,10.7501337852978,137.425694639163
3,0,170,13.4494198020293,159.153215928409
3,1,826,13.2580487130677,155.933807586193
3,2,1868,13.850187466998618,163.563219979790
3,3,3042,13.6101152141124,160.816460714497
3,4,3928,13.866673141765483,163.300229662096
3,5,3864,13.877829964911342,163.030730831727
3,6,3218,13.309669242321867,156.364404031823
3,7,2553,12.967420036938895,152.317547820701
3,8,2090,12.274462806246506,144.330558580235
