36.646288018663014,3.7532136893751744,4.1527280065775996,4,4,0.637047944831160,0.747265223122103
0,0,0
1,0,1
2,0,1
3,0,1
4,0,2
5,0,2
6,0,3
7,0,3
8,0,3
9,0,3
10,0,4
11,0,4
12,0,4
13,0,4
14,0,4
15,0,5
16,0,5
17,0,5
18,0,5
19,0,5
0,1,1
1,1,1
2,1,1
3,1,1
4,1,2
5,1,2
6,1,3
7,1,3
8,1,3
9,1,4
10,1,4
11,1,4
12,1,4
13,1,5
14,1,5
15,1,5
16,1,5
17,1,6
18,1,6
19,1,6
0,2,1
1,2,2
2,2,2
3,2,2
4,2,2
5,2,3
6,2,3
7,2,3
8,2,4
9,2,4
10,2,4
11,2,4
12,2,5
13,2,5
14,2,5
15,2,5
16,2,6
17,2,5
18,2,6
19,2,6
0,3,2
1,3,2
2,3,2
3,3,3
4,3,3
5,3,3
6,3,3
7,3,4
8,3,4
9,3,4
10,3,4
11,3,5
12,3,5
13,3,5
14,3,5
15,3,6
16,3,6
17,3,6
18,3,6
19,3,6
0,4,2
1,4,3
2,4,3
3,4,3
4,4,3
5,4,4
6,4,4
7,4,4
8,4,4
9,4,5
10,4,5
11,4,5
12,4,5
13,4,5
14,4,5
15,4,5
16,4,6
17,4,6
18,4,6
19,4,6
0,5,3
1,5,3
2,5,4
3,5,4
4,5,4
5,5,4
6,5,4
7,5,5
8,5,5
9,5,5
10,5,5
11,5,5
12,5,6
13,5,6
14,5,6
15,5,6
16,5,6
17,5,6
18,5,6
19,5,6
0,6,4
1,6,4
2,6,4
3,6,5
4,6,5
5,6,5
6,6,5
7,6,5
8,6,6
9,6,6
10,6,6
11,6,6
12,6,6
13,6,6
14,6,6
15,6,6
16,6,6
17,6,8
18,6,7
19,6,7
0,7,5
1,7,5
2,7,5
3,7,5
4,7,6
5,7,6
6,7,6
7,7,6
8,7,6
9,7,6
10,7,6
11,7,6
12,7,7
13,7,6
14,7,7
15,7,7
16,7,7
17,7,8
18,7,8
19,7,7
0,8,6
1,8,6
2,8,6
3,8,6
4,8,7
5,8,7
6,8,7
7,8,7
8,8,7
9,8,7
10,8,7
11,8,8
12,8,7
13,8,7
14,8,8
15,8,8
16,8,9
17,8,8
18,8,8
19,8,9
0,9,7
1,9,7
2,9,7
3,9,7
4,9,8
5,9,8
6,9,8
7,9,8
8,9,8
9,9,8
10,9,8
11,9,8
12,9,8
13,9,9
14,9,9
15,9,9
16,9,9
17,9,10
18,9,9
19,9,8
0,10,8
1,10,8
2,10,8
3,10,8
4,10,8
5,10,9
6,10,8
7,10,9
8,10,9
9,10,9
10,10,9
11,10,9
12,10,9
13,10,10
14,10,10
15,10,10
16,10,10
17,10,9
18,10,9
19,10,10
0,11,8
1,11,9
2,11,9
3,11,9
4,11,9
5,11,9
6,11,10
7,11,10
8,11,10
9,11,10
10,11,10
11,11,10
12,11,11
13,11,11
14,11,11
15,11,11
16,11,11
17,11,10
18,11,11
19,11,9
0,12,10
1,12,10
2,12,10
3,12,10
4,12,10
5,12,10
6,12,11
7,12,11
8,12,10
9,12,10
10,12,11
11,12,11
12,12,11
13,12,11
14,12,12
15,12,12
16,12,11
17,12,12
18,12,11
19,12,11
0,13,10
1,13,10
2,13,11
3,13,11
4,13,11
5,13,11
6,13,11
7,13,11
8,13,12
9,13,12
10,13,12
11,13,12
12,13,12
13,13,13
14,13,12
15,13,12
16,13,12
17,13,13
18,13,11
19,13,11
0,14,11
1,14,11
2,14,12
3,14,12
4,14,12
5,14,13
6,14,13
7,14,13
8,14,12
9,14,13
10,14,13
11,14,13
12,14,13
13,14,13
14,14,12
15,14,12
16,14,12
17,14,13
18,14,14
19,14,13
0,15,12
1,15,13
2,15,13
3,15,13
4,15,13
5,15,14
6,15,14
7,15,14
8,15,13
9,15,13
10,15,14
11,15,14
12,15,14
13,15,13
14,15,14
15,15,12
16,15,14
17,15,12
18,15,13
19,15,16
0,16,13
1,16,14
2,16,14
3,16,14
4,16,14
5,16,14
6,16,14
7,16,14
8,16,15
9,16,15
10,16,15
11,16,14
12,16,14
13,16,14
14,16,14
15,16,15
16,16,15
17,16,12
18,16,13
19,16,17
0,17,14
1,17,14
2,17,15
3,17,15
4,17,15
5,17,15
6,17,16
7,17,15
8,17,15
9,17,15
10,17,15
11,17,16
12,17,16
13,17,16
14,17,16
15,17,17
16,17,15
17,17,16
18,17,15
19,17,16
0,18,15
1,18,15
2,18,16
3,18,16
4,18,16
5,18,17
6,18,17
7,18,16
8,18,17
9,18,16
10,18,17
11,18,17
12,18,17
13,18,18
14,18,18
15,18,17
16,18,16
17,18,15
18,18,17
19,18,18
0,19,16
1,19,17
2,19,17
3,19,17
4,19,17
5,19,17
6,19,17
7,19,17
8,19,17
9,19,17
10,19,17
11,19,17
12,19,17
13,19,16
14,19,19
15,19,19
16,19,14
17,19,12
18,19,16
19,19,18
